,Date,goals_for,goals_against,goals,shots,shots_on_target,shots_on_target_pct,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,venue_code,time,day_code,hometeam_code,opponent_code,target
302,2018-10-21,2,0,2,20,4,20.0,19.6,1,0,0,1.8,1.8,0.09,0.2,0.2,21,13,11,8,2,6,12,50.0,6,6,0,6,11,32,19,0,1,16.0,6,4,10,1
303,2018-10-28,1,2,1,13,5,38.5,18.0,0,1,1,1.8,1.0,0.08,-0.8,-1.0,16,7,6,8,2,4,8,50.0,4,12,1,11,8,24,26,0,0,16.0,6,4,2,0
304,2018-11-03,3,1,3,14,3,21.4,13.7,0,0,0,2.0,2.0,0.14,1.0,1.0,18,12,5,10,3,6,12,50.0,6,9,1,8,12,30,16,0,1,15.0,5,4,7,1
305,2018-11-11,0,0,0,6,1,16.7,21.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,21,11,7,13,1,5,13,38.5,8,7,4,3,14,35,22,0,0,14.25,6,4,1,2
306,2018-12-02,0,1,0,9,3,33.3,16.6,0,0,0,1.1,1.1,0.15,-1.1,-1.1,16,12,7,6,3,7,16,43.8,9,9,3,6,11,27,42,2,0,16.25,6,4,3,0
307,2018-12-05,1,1,1,19,3,15.8,17.2,1,0,0,1.8,1.8,0.1,-0.8,-0.8,14,10,6,3,5,2,7,28.6,5,5,0,5,4,18,9,0,1,19.75,2,4,8,2
308,2018-12-15,1,3,1,9,2,22.2,14.1,0,0,0,1.5,1.5,0.17,-0.5,-0.5,11,6,6,4,1,2,6,33.3,4,18,4,14,15,26,21,0,0,12.5,5,4,6,0
309,2018-12-23,2,6,2,10,3,30.0,17.8,0,0,0,0.9,0.9,0.09,1.1,1.1,11,5,6,5,0,3,11,27.3,8,16,2,14,15,26,9,2,1,16.0,6,4,0,0
310,2018-12-29,0,1,0,13,4,30.8,18.5,1,0,0,0.7,0.7,0.06,-0.7,-0.7,16,9,13,3,0,5,11,45.5,6,9,5,4,8,24,19,1,0,15.0,5,4,7,0
311,2019-02-06,0,2,0,4,1,25.0,26.8,1,0,0,0.1,0.1,0.03,-0.1,-0.1,27,19,20,6,1,8,19,42.1,11,17,6,11,11,38,24,1,1,19.75,2,4,6,0
312,2019-03-03,0,0,0,7,3,42.9,15.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,19,14,12,6,1,2,12,16.7,10,7,4,3,14,33,29,0,1,16.25,6,4,3,2
313,2019-03-09,2,3,2,7,3,42.9,12.9,0,0,0,1.1,1.1,0.16,0.9,0.9,20,14,9,9,2,7,14,50.0,7,12,3,9,13,33,27,4,0,15.0,5,4,8,0
314,2019-03-17,2,0,2,14,7,50.0,14.3,0,0,1,2.3,1.4,0.11,-0.3,0.6,13,4,2,6,5,6,18,33.3,12,18,6,12,18,31,25,0,1,16.5,6,4,1,1
315,2019-03-30,2,0,2,17,9,52.9,14.6,0,0,0,1.8,1.8,0.11,0.2,0.2,24,21,13,9,2,13,20,65.0,7,9,0,9,19,43,22,0,0,17.5,5,4,9,1
316,2019-04-07,1,0,1,23,6,26.1,17.3,0,0,0,2.4,2.4,0.11,-1.4,-1.4,19,11,6,9,4,9,23,39.1,14,11,2,9,14,33,24,1,1,14.083333333333334,6,4,5,1
317,2019-04-21,4,0,4,15,8,53.3,15.8,0,0,0,1.6,1.6,0.11,2.4,2.4,17,11,8,8,1,4,11,36.4,7,9,1,8,13,30,26,0,1,13.5,6,4,2,1
318,2019-04-27,0,0,0,22,3,13.6,16.3,0,0,0,1.5,1.5,0.07,-1.5,-1.5,20,10,6,13,1,5,20,25.0,15,14,3,11,12,32,19,0,0,15.0,5,4,10,2
319,2019-05-12,2,2,2,16,9,56.3,13.3,1,0,0,2.0,2.0,0.17,0.0,0.0,16,9,9,7,0,6,13,46.2,7,15,3,12,11,27,20,1,0,15.0,6,4,0,2
320,2018-08-12,0,2,0,9,3,33.3,18.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5,22,14,8,13,1,6,15,40.0,9,13,3,10,12,34,24,1,1,16.0,6,5,6,0
321,2018-08-18,2,3,2,15,6,40.0,16.9,0,0,0,2.4,2.4,0.16,-0.4,-0.4,14,6,8,5,1,3,12,25.0,9,12,6,6,12,26,23,2,0,17.5,5,5,1,0
322,2018-08-25,3,1,2,17,10,58.8,18.9,1,0,0,1.8,1.8,0.11,0.2,0.2,15,11,4,8,3,7,24,29.2,17,14,3,11,6,21,26,1,1,15.0,5,5,9,1
323,2018-09-15,2,1,2,12,2,16.7,17.0,1,0,0,1.0,1.0,0.08,1.0,1.0,15,6,3,9,3,3,6,50.0,3,7,2,5,7,22,30,0,0,15.0,5,5,8,1
324,2018-09-23,2,0,2,9,5,55.6,18.3,0,0,0,0.8,0.8,0.09,1.2,1.2,19,12,9,4,6,6,19,31.6,13,13,2,11,9,28,29,0,1,16.0,6,5,4,1
325,2018-10-28,2,2,2,7,2,28.6,20.5,2,0,0,0.9,0.9,0.12,1.1,1.1,25,12,10,9,6,8,18,44.4,10,13,2,11,14,39,33,0,0,13.5,6,5,10,2
326,2018-11-03,1,1,1,12,4,33.3,15.3,0,0,0,1.4,1.4,0.11,-0.4,-0.4,20,11,11,8,1,7,20,35.0,13,11,4,7,12,32,27,1,1,17.5,5,5,3,2
327,2018-12-02,4,2,4,21,5,23.8,17.3,0,1,1,2.7,1.9,0.09,1.3,1.1,27,16,17,7,3,15,22,68.2,7,17,2,15,12,39,20,2,1,14.083333333333334,6,5,0,1
328,2018-12-05,2,2,1,9,4,44.4,16.2,0,0,0,1.1,1.1,0.16,-0.1,-0.1,12,6,4,7,1,3,10,30.0,7,5,3,2,7,19,22,1,0,20.0,2,5,2,2
329,2018-12-26,1,1,1,7,4,57.1,19.4,0,0,0,0.8,0.8,0.11,0.2,0.2,7,6,4,3,0,5,7,71.4,2,10,1,9,10,17,12,1,0,17.25,2,5,7,2
330,2018-12-29,1,5,1,8,2,25.0,17.0,0,0,0,1.0,1.0,0.13,0.0,0.0,17,11,8,6,3,7,20,35.0,13,6,1,5,12,29,14,0,0,17.5,5,5,3,0
331,2019-01-12,0,1,0,11,2,18.2,17.3,0,0,0,0.7,0.7,0.06,-0.7,-0.7,16,8,9,6,1,8,20,40.0,12,7,1,6,11,27,15,1,0,12.5,5,5,9,0
332,2019-01-19,2,0,2,13,5,38.5,12.7,0,0,0,1.5,1.5,0.12,0.5,0.5,35,22,21,9,5,13,26,50.0,13,7,2,5,20,55,41,0,1,17.5,5,5,1,1
333,2019-02-03,1,3,1,4,2,50.0,18.6,0,0,0,0.7,0.7,0.17,0.3,0.3,9,5,5,4,0,5,24,20.8,19,11,4,7,16,25,27,1,0,16.5,6,5,6,0
334,2019-03-02,1,1,1,8,2,25.0,15.4,0,0,1,2.6,1.6,0.21,-1.6,-0.6,23,11,10,11,2,16,28,57.1,12,14,1,13,14,37,21,1,0,12.5,5,5,0,2
335,2019-03-10,2,0,2,13,1,7.7,19.4,0,1,1,1.7,0.9,0.07,0.3,0.1,17,8,11,4,2,6,14,42.9,8,12,3,9,15,32,12,0,1,16.5,6,5,2,1
336,2019-04-01,2,0,2,7,3,42.9,15.6,0,0,0,0.8,0.8,0.12,1.2,1.2,13,10,6,5,2,3,8,37.5,5,8,0,8,9,22,17,0,1,20.0,0,5,8,1
337,2019-04-07,0,1,0,7,2,28.6,15.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,21,15,13,7,1,8,16,50.0,8,18,8,10,9,30,23,1,0,14.083333333333334,6,5,4,0
338,2019-04-21,2,3,2,12,5,41.7,14.9,0,0,0,1.2,1.2,0.1,0.8,0.8,15,7,7,6,2,5,13,38.5,8,9,4,5,10,25,7,1,1,16.0,6,5,10,0
339,2019-05-05,1,1,1,19,6,31.6,18.7,2,1,1,2.4,1.6,0.09,-1.4,-1.6,11,7,2,6,3,4,11,36.4,7,7,2,5,9,20,16,1,1,16.5,6,5,7,2
340,2018-08-12,2,0,2,17,8,47.1,18.2,1,0,0,1.7,1.7,0.1,0.3,0.3,6,5,2,3,1,2,7,28.6,5,14,2,12,12,18,10,1,0,16.0,6,6,5,1
341,2018-09-01,2,1,2,24,8,33.3,17.5,3,0,0,2.0,2.0,0.09,0.0,0.0,9,6,5,4,0,2,9,22.2,7,6,0,6,6,15,9,0,1,17.5,5,6,8,1
342,2018-09-29,2,0,2,28,8,28.6,15.9,0,0,0,2.7,2.7,0.1,-0.7,-0.7,15,10,4,6,5,7,8,87.5,1,4,2,2,12,27,8,0,1,15.0,5,6,7,1
343,2018-10-07,0,0,0,5,2,40.0,19.1,0,0,1,1.0,0.3,0.05,-1.0,-0.3,16,11,9,6,1,5,9,55.6,4,12,1,11,13,29,25,0,0,16.5,6,6,3,2
344,2018-10-29,1,0,1,13,5,38.5,15.7,1,0,0,1.6,1.6,0.12,-0.6,-0.6,12,6,4,7,1,3,10,30.0,7,8,0,8,14,26,23,2,0,20.0,0,6,0,1
345,2018-11-11,3,1,3,17,5,29.4,18.8,0,0,0,1.9,1.9,0.11,1.1,1.1,13,12,4,8,1,7,11,63.6,4,11,4,7,8,21,18,0,1,16.5,6,6,2,1
346,2018-11-24,4,0,4,9,6,66.7,10.5,0,0,0,2.7,2.7,0.3,1.3,1.3,13,10,10,3,0,9,16,56.3,7,11,3,8,18,31,14,1,0,15.0,5,6,9,1
347,2018-12-08,0,2,0,14,4,28.6,19.7,1,0,0,0.9,0.9,0.06,-0.9,-0.9,19,15,6,7,6,4,14,28.6,10,13,2,11,8,27,11,0,0,17.5,5,6,1,0
348,2018-12-15,3,1,3,13,5,38.5,16.5,0,0,0,1.7,1.7,0.13,1.3,1.3,15,11,4,10,1,2,14,14.3,12,4,2,2,5,20,14,2,1,12.5,5,6,4,1
349,2018-12-22,2,3,2,19,5,26.3,18.5,1,0,0,1.5,1.5,0.08,0.5,0.5,17,7,7,7,3,8,14,57.1,6,7,0,7,6,23,4,0,1,15.0,5,6,10,0
350,2019-01-03,2,1,2,9,4,44.4,21.8,0,0,0,1.1,1.1,0.12,0.9,0.9,14,11,5,8,1,4,15,26.7,11,8,1,7,14,28,30,0,1,20.0,3,6,3,1
351,2019-01-29,1,2,1,12,3,25.0,16.2,1,0,0,1.4,1.4,0.12,-0.4,-0.4,22,11,7,11,4,5,9,55.6,4,8,2,6,6,28,12,1,0,20.0,1,6,8,0
352,2019-02-03,3,1,3,19,12,63.2,17.5,1,0,0,2.7,2.7,0.14,0.3,0.3,13,7,6,5,2,4,14,28.6,10,14,2,12,10,23,17,0,1,16.5,6,6,5,1
353,2019-02-06,2,0,2,15,4,26.7,13.3,0,0,0,2.2,2.2,0.17,-0.2,-0.2,20,9,13,5,2,4,17,23.5,13,15,3,12,9,29,27,0,0,19.75,2,6,4,1
354,2019-02-10,6,0,6,14,8,57.1,16.5,1,1,1,3.0,2.2,0.16,3.0,2.8,12,6,7,3,2,3,18,16.7,15,13,5,8,10,22,23,0,1,16.0,6,6,1,1
355,2019-02-27,1,0,1,19,5,26.3,15.8,0,1,1,3.5,2.7,0.16,-2.5,-2.7,14,10,7,5,2,7,15,46.7,8,13,0,13,8,22,9,0,1,20.0,2,6,9,1
356,2019-04-14,3,1,3,20,6,30.0,19.9,0,0,0,2.5,2.5,0.13,0.5,0.5,22,8,9,8,5,6,16,37.5,10,7,2,5,8,30,17,0,0,14.083333333333334,6,6,10,1
357,2019-04-20,1,0,1,15,4,26.7,16.2,0,0,0,1.9,1.9,0.13,-0.9,-0.9,15,10,3,5,7,7,17,41.2,10,7,3,4,10,25,11,1,1,12.5,5,6,0,1
358,2019-04-24,2,0,2,8,5,62.5,18.6,0,0,0,0.5,0.5,0.06,1.5,1.5,14,8,5,5,4,2,14,14.3,12,12,5,7,16,30,11,0,0,20.0,2,6,2,1
359,2019-05-12,4,1,4,20,9,45.0,18.9,2,0,0,1.6,1.6,0.08,2.4,2.4,15,10,4,10,1,7,11,63.6,4,3,1,2,10,25,5,0,0,15.0,6,6,7,1
360,2018-08-19,3,2,3,5,2,40.0,18.1,1,1,1,1.7,0.9,0.18,1.3,1.1,28,13,10,11,7,12,20,60.0,8,9,2,7,10,38,21,1,1,16.0,6,7,2,1
361,2018-08-25,0,1,0,6,2,33.3,16.8,1,0,0,0.6,0.6,0.1,-0.6,-0.6,21,9,15,5,1,5,15,33.3,10,13,7,6,29,50,38,1,0,17.5,5,7,3,0
362,2018-09-22,1,2,1,8,4,50.0,17.8,0,0,0,0.8,0.8,0.09,0.2,0.2,13,8,7,5,1,8,14,57.1,6,7,3,4,13,26,18,0,1,17.5,5,7,0,0
363,2018-09-29,0,2,0,4,1,25.0,11.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,15,9,13,2,0,5,18,27.8,13,10,7,3,10,25,37,0,0,15.0,5,7,6,0
364,2018-10-05,1,0,1,9,4,44.4,15.3,0,0,0,1.2,1.2,0.13,-0.2,-0.2,17,12,9,5,3,3,8,37.5,5,14,6,8,12,29,29,0,1,20.0,4,7,9,1
365,2018-10-20,1,0,1,7,1,14.3,18.6,0,0,0,0.8,0.8,0.13,0.2,0.2,18,12,9,6,3,10,20,50.0,10,16,8,8,8,26,50,2,0,15.0,5,7,8,1
