,Date,goals_for,goals_against,goals,shots,shots_on_target,shots_on_target_pct,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,venue_code,time,day_code,hometeam_code,opponent_code,target
771,2021-02-21,0,1,0,7,1,14.3,19.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,8,3,6,2,0,4,23,17.4,19,11,6,5,6,14,13,2,1,16.5,6,5,6,0
772,2021-03-14,2,1,2,12,2,16.7,22.5,0,1,1,1.7,1.0,0.08,0.3,0.0,20,11,4,11,5,10,22,45.5,12,6,1,5,11,31,8,0,1,16.5,6,5,0,1
773,2021-03-21,3,3,1,16,6,37.5,18.2,0,0,0,1.4,1.4,0.08,-0.4,-0.4,10,6,5,3,2,5,12,41.7,7,10,3,7,9,19,23,0,0,15.0,6,5,9,2
774,2021-04-03,0,3,0,3,2,66.7,18.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,21,5,9,12,0,6,19,31.6,13,10,3,7,7,28,23,1,1,20.0,5,5,3,0
775,2021-04-23,0,1,0,14,3,21.4,18.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,10,4,4,3,3,1,10,10.0,9,12,4,8,9,19,10,1,1,20.0,4,5,4,0
776,2021-05-02,2,0,2,19,4,21.1,17.0,1,0,0,2.0,2.0,0.1,0.0,0.0,6,1,2,3,1,4,18,22.2,14,3,1,2,9,15,12,0,0,14.0,6,5,8,1
777,2021-05-12,1,0,1,5,2,40.0,20.7,0,0,0,0.6,0.6,0.13,0.4,0.4,14,8,9,4,1,10,22,45.5,12,13,6,7,8,22,40,2,0,20.25,2,5,1,1
778,2021-05-19,3,1,3,6,3,50.0,14.2,0,0,0,1.8,1.8,0.31,1.2,1.2,8,5,1,2,5,3,9,33.3,6,6,2,4,11,19,21,0,0,19.0,2,5,10,1
779,2021-05-23,2,0,2,16,5,31.3,20.8,1,0,0,0.8,0.8,0.05,1.2,1.2,14,8,6,5,3,3,6,50.0,3,9,1,8,5,19,9,0,1,16.0,6,5,7,1
780,2020-10-17,1,0,1,13,5,38.5,17.7,0,0,0,1.3,1.3,0.11,-0.3,-0.3,11,5,4,4,3,5,14,35.7,9,7,3,4,8,19,8,0,1,17.5,5,6,5,1
781,2020-10-24,1,1,1,14,7,50.0,20.9,1,0,0,1.0,1.0,0.07,0.0,0.0,10,5,5,4,1,6,12,50.0,6,11,1,10,9,19,14,0,0,12.5,5,6,9,2
782,2020-11-08,1,1,1,6,2,33.3,20.6,0,0,1,1.4,0.6,0.1,-0.4,0.4,12,5,6,5,1,4,12,33.3,8,10,3,7,5,17,20,2,1,16.5,6,6,3,2
783,2020-11-21,0,2,0,22,5,22.7,16.0,0,0,0,1.4,1.4,0.07,-1.4,-1.4,13,8,6,6,1,5,9,55.6,4,8,2,6,9,22,5,0,0,17.5,5,6,0,0
784,2020-12-12,0,0,0,9,2,22.2,18.3,1,0,0,1.3,1.3,0.15,-1.3,-1.3,6,4,1,2,3,4,14,28.6,10,5,3,2,13,19,1,0,0,17.5,5,6,2,2
785,2020-12-26,2,0,2,11,6,54.5,12.3,0,0,0,3.0,3.0,0.27,-1.0,-1.0,8,5,4,4,0,4,8,50.0,4,8,2,6,8,16,15,0,1,20.0,5,6,8,1
786,2021-01-03,3,1,3,18,6,33.3,15.1,1,0,0,2.7,2.7,0.15,0.3,0.3,18,10,7,9,2,8,24,33.3,16,12,5,7,15,33,19,0,0,16.5,6,6,1,1
787,2021-01-13,1,0,1,15,6,40.0,16.9,0,0,1,2.0,1.2,0.08,-1.0,-0.2,16,10,8,5,3,6,17,35.3,11,13,1,12,13,29,14,0,1,18.0,2,6,7,1
788,2021-01-17,4,0,4,13,6,46.2,19.1,2,0,0,0.7,0.7,0.05,3.3,3.3,18,10,3,13,2,8,12,66.7,4,13,1,12,8,26,4,0,1,19.25,6,6,10,1
789,2021-02-07,4,1,4,7,5,71.4,13.4,0,0,1,3.5,2.7,0.42,0.5,1.3,20,14,12,5,3,8,17,47.1,9,7,3,4,15,35,28,0,0,16.5,6,6,3,1
790,2021-02-13,3,0,3,14,5,35.7,16.3,0,1,1,2.2,1.4,0.1,0.8,0.6,21,10,9,4,8,14,34,41.2,20,8,2,6,8,29,7,1,1,17.5,5,6,0,1
791,2021-02-17,3,1,3,16,7,43.8,17.9,0,0,0,1.0,1.0,0.06,2.0,2.0,11,6,4,6,1,6,11,54.5,5,6,0,6,4,15,6,0,0,20.25,2,6,4,1
792,2021-02-21,1,0,1,15,3,20.0,16.2,0,0,0,1.8,1.8,0.12,-0.8,-0.8,5,3,2,2,1,4,14,28.6,10,6,3,3,7,12,18,1,0,16.5,6,6,5,1
793,2021-02-27,2,1,2,10,3,30.0,20.4,0,0,0,0.5,0.5,0.05,1.5,1.5,11,7,3,5,3,7,10,70.0,3,5,2,3,14,25,12,0,1,12.5,5,6,9,1
794,2021-03-07,0,2,0,23,6,26.1,18.7,1,0,0,1.3,1.3,0.06,-1.3,-1.3,17,8,6,8,3,8,19,42.1,11,18,2,16,14,31,7,1,1,16.5,6,6,2,0
795,2021-05-01,2,0,2,20,3,15.0,14.6,1,0,0,1.7,1.7,0.09,0.3,0.3,20,11,10,8,2,13,26,50.0,13,8,1,7,12,32,11,0,0,12.5,5,6,10,1
796,2021-05-08,1,2,1,15,3,20.0,20.0,0,0,1,1.8,1.0,0.07,-0.8,0.0,18,10,9,7,2,11,21,52.4,10,10,3,7,9,27,14,1,1,17.5,5,6,1,0
797,2021-05-14,4,3,4,15,6,40.0,20.0,1,0,0,1.5,1.5,0.1,2.5,2.5,21,9,0,16,5,8,15,53.3,7,7,3,4,4,25,13,0,0,20.0,4,6,8,1
798,2021-05-18,2,3,2,8,4,50.0,14.2,1,0,0,0.9,0.9,0.12,1.1,1.1,15,6,7,8,0,5,17,29.4,12,13,9,4,7,22,25,1,0,19.0,1,6,7,0
799,2021-05-23,5,0,5,21,11,52.4,15.6,0,0,0,2.5,2.5,0.12,2.5,2.5,10,5,7,2,1,7,18,38.9,11,6,3,3,9,19,11,0,1,16.0,6,6,4,1
800,2020-09-14,1,3,1,13,3,23.1,17.6,0,0,0,1.1,1.1,0.08,-0.1,-0.1,17,11,3,9,5,7,12,58.3,5,8,3,5,15,32,10,0,1,20.25,0,7,1,0
801,2020-09-20,3,0,3,12,5,41.7,22.5,0,1,1,1.8,1.0,0.08,1.2,1.0,8,3,4,3,1,2,4,50.0,2,12,2,10,11,19,21,0,0,14.0,6,7,8,1
802,2020-09-26,2,3,2,17,4,23.5,16.5,0,1,1,2.5,1.7,0.1,-0.5,-0.7,12,7,5,3,4,8,22,36.4,14,10,2,8,14,26,4,1,1,12.5,5,7,2,0
803,2020-10-03,2,4,2,11,3,27.3,18.7,1,0,0,1.3,1.3,0.13,0.7,0.7,20,13,10,8,2,6,15,40.0,9,11,3,8,9,29,14,1,0,15.0,5,7,4,0
804,2020-10-18,1,1,1,20,3,15.0,16.0,0,0,0,1.7,1.7,0.09,-0.7,-0.7,15,9,7,5,3,4,10,40.0,6,8,0,8,7,22,12,0,0,14.0,6,7,10,2
805,2020-11-01,1,2,1,6,2,33.3,16.1,0,0,0,0.3,0.3,0.05,0.7,0.7,13,8,9,2,2,4,6,66.7,2,7,0,7,7,20,13,0,0,19.25,6,7,0,0
806,2020-11-28,1,1,1,9,2,22.2,20.9,1,1,2,2.3,0.7,0.08,-1.3,-0.7,22,11,12,8,2,10,17,58.8,7,12,3,9,14,36,14,0,1,12.5,5,7,3,2
807,2020-12-27,2,2,2,13,4,30.8,16.2,0,0,0,1.1,1.1,0.09,0.9,0.9,11,7,5,5,1,2,8,25.0,6,13,5,8,12,23,19,0,0,14.25,6,7,9,2
808,2020-12-29,0,1,0,13,2,15.4,13.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8,17,10,9,6,2,6,11,54.5,5,10,2,8,7,24,8,0,1,18.0,1,7,5,0
809,2021-01-13,0,1,0,5,1,20.0,21.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,21,15,12,6,3,13,31,41.9,18,13,6,7,11,32,18,0,0,18.0,2,7,6,0
810,2021-01-31,1,0,1,16,3,18.8,15.5,0,0,0,1.6,1.6,0.1,-0.6,-0.6,19,12,13,3,3,13,29,44.8,16,14,3,11,21,40,17,0,1,19.25,6,7,0,1
811,2021-02-03,1,0,1,13,4,30.8,13.7,0,0,0,1.3,1.3,0.1,-0.3,-0.3,13,3,10,1,2,3,9,33.3,6,16,6,10,15,28,31,0,0,20.25,2,7,3,1
812,2021-02-22,1,2,1,25,5,20.0,14.5,0,0,0,2.4,2.4,0.11,-1.4,-1.4,11,6,2,7,2,4,8,50.0,4,9,0,9,7,18,4,0,1,20.0,0,7,10,0
813,2021-03-20,3,0,3,11,6,54.5,15.7,0,0,0,0.9,0.9,0.08,2.1,2.1,16,8,4,9,3,9,17,52.9,8,8,0,8,10,26,4,0,1,20.0,5,7,8,1
814,2021-04-04,1,2,1,5,3,60.0,10.3,0,0,0,1.2,1.2,0.3,-0.2,-0.2,20,8,12,8,0,9,21,42.9,12,13,2,11,19,39,20,1,0,19.5,6,7,2,0
815,2021-04-12,0,0,0,23,3,13.0,19.0,2,0,0,1.2,1.2,0.05,-1.2,-1.2,18,12,7,8,3,4,13,30.8,9,14,1,13,11,29,18,0,1,20.25,0,7,4,2
816,2021-04-20,0,0,0,11,2,18.2,23.6,1,0,0,0.5,0.5,0.04,-0.5,-0.5,25,12,11,12,2,12,27,44.4,15,11,1,10,15,40,6,1,0,20.25,1,7,1,2
817,2021-05-15,1,1,1,10,2,20.0,23.8,0,0,0,0.8,0.8,0.08,0.2,0.2,9,4,5,4,0,2,16,12.5,14,12,5,7,12,21,21,0,1,20.0,5,7,9,2
818,2021-05-18,3,2,3,19,6,31.6,19.7,1,0,0,1.1,1.1,0.06,1.9,1.9,18,9,5,10,3,5,15,33.3,10,8,2,6,7,25,10,1,1,19.0,1,7,6,1
819,2021-05-23,0,2,0,5,1,20.0,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,17,12,10,4,3,10,16,62.5,6,15,4,11,13,30,19,0,0,16.0,6,7,5,0
820,2020-09-12,2,0,2,15,2,13.3,17.6,1,0,0,1.6,1.6,0.1,0.4,0.4,13,10,7,6,0,5,10,50.0,5,11,7,4,5,18,32,0,0,20.0,5,8,9,1
821,2020-09-20,0,3,0,6,0,0.0,21.3,0,0,0,0.5,0.5,0.09,-0.5,-0.5,10,5,3,5,2,5,7,71.4,2,2,1,1,9,19,14,0,1,14.0,6,8,7,0
822,2020-09-27,1,1,1,5,0,0.0,19.1,0,1,1,1.0,0.2,0.05,0.0,-0.2,16,11,9,5,2,5,13,38.5,8,9,4,5,10,26,25,0,0,14.0,6,8,0,2
823,2020-10-17,1,4,0,7,4,57.1,20.6,0,0,0,0.9,0.9,0.12,-0.9,-0.9,18,11,8,9,1,10,21,47.6,11,15,10,5,17,35,24,0,1,20.0,5,8,2,0
824,2020-11-01,2,1,2,10,3,30.0,17.8,0,1,1,2.9,2.2,0.22,-0.9,-1.2,13,10,7,6,0,7,12,58.3,5,10,5,5,5,18,27,0,1,14.0,6,8,4,1
825,2020-11-21,0,2,0,8,1,12.5,23.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,6,1,4,1,1,1,6,16.7,5,9,5,4,5,11,23,1,1,12.5,5,8,1,0
826,2020-11-27,2,0,2,14,7,50.0,19.5,2,0,0,1.3,1.3,0.09,0.7,0.7,24,11,3,17,4,6,16,37.5,10,4,1,3,12,36,20,0,0,20.0,4,8,10,1
827,2020-12-26,0,2,0,7,2,28.6,21.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,11,4,6,4,1,5,17,29.4,12,18,3,15,16,27,22,0,0,20.0,5,8,6,0
828,2020-12-30,0,0,0,8,2,25.0,17.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5,19,12,11,6,2,6,13,46.2,7,9,3,6,14,33,52,0,1,20.0,2,8,3,2
829,2021-01-18,0,3,0,4,1,25.0,17.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,11,4,7,3,1,4,13,30.8,9,12,3,9,3,14,11,0,0,20.0,0,8,5,0
830,2021-01-30,2,0,2,13,3,23.1,17.1,2,0,0,1.7,1.7,0.13,0.3,0.3,14,8,7,6,1,3,9,33.3,6,4,2,2,10,24,25,0,0,12.5,5,8,4,1
831,2021-02-02,1,2,1,21,5,23.8,16.2,1,0,0,1.9,1.9,0.09,-0.9,-0.9,12,6,8,4,0,7,15,46.7,8,6,1,5,7,19,8,0,1,20.25,1,8,10,0
832,2021-02-15,0,2,0,10,4,40.0,20.5,1,0,0,0.6,0.6,0.06,-0.6,-0.6,16,7,4,10,2,5,14,35.7,9,16,6,10,8,24,20,0,0,20.0,0,8,1,0
833,2021-02-21,1,3,1,10,6,60.0,23.0,0,0,0,0.4,0.4,0.04,0.6,0.6,16,9,9,5,2,3,15,20.0,12,17,3,14,7,23,17,0,0,19.0,6,8,2,0
834,2021-03-20,0,3,0,3,1,33.3,19.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,11,6,4,6,1,5,17,29.4,12,9,4,5,16,27,15,0,0,20.0,5,8,7,0
835,2021-04-04,2,2,2,22,6,27.3,13.9,0,0,0,3.4,3.4,0.2,-1.4,-1.4,11,4,3,7,1,4,19,21.1,15,10,3,7,5,16,19,1,1,14.083333333333334,6,8,0,2
836,2021-04-17,3,2,2,16,6,37.5,19.1,0,0,0,2.2,2.2,0.14,-0.2,-0.2,16,10,8,4,4,9,22,40.9,13,16,6,10,11,27,35,0,1,12.5,5,8,9,1
837,2021-04-24,1,1,1,7,4,57.1,16.0,0,0,0,1.0,1.0,0.15,0.0,0.0,15,5,9,6,0,10,20,50.0,10,17,5,12,12,27,15,2,0,12.5,5,8,3,2
838,2021-05-02,0,2,0,5,1,20.0,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,12,6,7,5,0,6,14,42.9,8,9,5,4,7,19,13,0,1,14.0,6,8,5,0
839,2021-05-14,3,4,3,9,3,33.3,17.8,1,1,2,2.2,0.5,0.06,0.8,1.5,13,5,11,2,0,6,19,31.6,13,9,2,7,7,20,22,0,1,20.0,4,8,6,0
840,2020-09-12,0,2,0,15,3,20.0,16.5,0,0,0,1.0,1.0,0.07,-1.0,-1.0,14,2,3,11,0,6,15,40.0,9,12,6,6,7,21,19,0,1,20.0,5,9,8,0
841,2020-09-19,1,2,1,14,2,14.3,18.1,1,0,0,2.0,2.0,0.15,-1.0,-1.0,10,5,6,3,1,4,12,33.3,8,16,3,13,10,20,28,0,0,20.0,5,9,5,0
842,2020-10-18,3,3,2,13,4,30.8,15.2,1,0,0,1.9,1.9,0.15,0.1,0.1,14,6,9,5,0,8,18,44.4,10,14,1,13,5,19,9,0,0,16.5,6,9,0,2
843,2020-10-24,1,1,1,6,2,33.3,22.3,0,0,0,0.3,0.3,0.05,0.7,0.7,15,10,7,8,0,8,19,42.1,11,11,1,10,10,25,30,1,1,12.5,5,9,6,2
844,2020-10-31,1,2,1,4,3,75.0,14.2,0,0,0,0.3,0.3,0.06,0.7,0.7,18,7,10,5,3,7,18,38.9,11,12,1,11,11,29,27,0,0,17.5,5,9,3,0
845,2020-12-05,1,3,1,19,6,31.6,15.7,1,0,0,2.0,2.0,0.11,-1.0,-1.0,12,6,5,4,3,6,12,50.0,6,10,2,8,13,25,9,0,1,17.5,5,9,2,0
846,2020-12-16,1,1,1,9,2,22.2,20.1,1,0,0,0.4,0.4,0.05,0.6,0.6,19,12,13,5,1,6,14,42.9,8,10,2,8,13,32,17,0,1,20.0,2,9,10,2
847,2020-12-21,0,3,0,6,0,0.0,12.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,20,16,12,6,2,15,21,71.4,6,9,0,9,13,33,13,0,0,20.0,0,9,1,0
848,2020-12-27,2,2,2,11,4,36.4,13.4,0,0,0,1.3,1.3,0.12,0.7,0.7,14,8,10,3,1,5,15,33.3,10,10,3,7,13,27,7,0,1,14.25,6,9,7,2
849,2021-01-01,1,0,1,11,5,45.5,16.9,1,0,0,1.3,1.3,0.13,-0.3,-0.3,16,10,8,8,0,6,13,46.2,7,13,3,10,20,36,21,0,0,17.5,4,9,4,1
850,2021-01-26,3,2,3,17,7,41.2,15.5,0,0,0,2.8,2.8,0.18,0.2,0.2,18,11,9,8,1,6,15,40.0,9,13,0,13,11,29,16,0,0,18.0,1,9,10,1
851,2021-01-31,1,3,1,8,2,25.0,14.7,0,0,0,0.8,0.8,0.1,0.2,0.2,15,10,11,4,0,7,15,46.7,8,11,3,8,18,33,13,0,1,16.5,6,9,3,0
852,2021-02-21,2,1,2,4,4,100.0,7.6,0,0,0,1.1,1.1,0.44,0.9,0.9,23,14,11,11,1,12,23,52.2,11,14,3,11,13,36,26,0,1,12.0,6,9,0,1
853,2021-02-27,1,2,1,9,3,33.3,13.0,0,0,0,1.5,1.5,0.22,-0.5,-0.5,13,9,9,2,2,8,16,50.0,8,10,5,5,20,33,18,2,0,12.5,5,9,6,0
854,2021-03-14,0,1,0,7,0,0.0,14.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,13,7,8,4,1,7,15,46.7,8,11,7,4,10,23,25,0,0,19.25,6,9,2,0
855,2021-03-21,3,3,3,15,5,33.3,12.9,0,0,0,2.4,2.4,0.16,0.6,0.6,12,5,5,6,1,6,15,40.0,9,9,6,3,12,24,21,0,1,15.0,6,9,5,2
856,2021-04-17,2,3,2,15,5,33.3,19.3,0,1,1,1.9,1.2,0.08,0.1,-0.2,11,7,5,3,3,7,17,41.2,10,15,9,6,9,20,8,2,0,12.5,5,9,8,0
857,2021-04-24,0,1,0,9,2,22.2,23.2,1,0,0,0.4,0.4,0.04,-0.4,-0.4,18,7,11,5,2,7,15,46.7,8,13,5,8,13,31,15,0,1,17.5,5,9,1,0
858,2021-05-09,0,1,0,11,0,0.0,15.8,0,0,0,1.3,1.3,0.12,-1.3,-1.3,16,10,4,9,3,9,23,39.1,14,10,2,8,3,19,12,0,1,16.5,6,9,4,0
859,2021-05-15,1,1,1,15,2,13.3,18.6,0,0,0,1.7,1.7,0.12,-0.7,-0.7,6,2,2,3,1,1,8,12.5,7,13,6,7,12,18,6,1,0,20.0,5,9,7,2
860,2020-09-19,3,1,3,13,4,30.8,18.6,0,1,1,1.6,0.9,0.07,1.4,1.1,24,12,17,3,4,8,20,40.0,12,25,9,16,20,44,38,0,0,17.5,5,10,2,1
861,2020-09-26,1,2,1,8,1,12.5,18.3,0,0,0,0.4,0.4,0.05,0.6,0.6,26,12,12,9,5,10,17,58.8,7,13,2,11,16,42,14,0,1,15.0,5,10,4,0
862,2020-10-03,0,4,0,4,0,0.0,22.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,10,7,6,2,2,6,11,54.5,5,11,5,6,9,19,19,0,0,12.5,5,10,1,0
863,2020-11-27,0,2,0,12,3,25.0,17.0,1,0,0,0.6,0.6,0.05,-0.6,-0.6,15,8,8,7,0,4,8,50.0,4,9,2,7,9,24,10,1,1,20.0,4,10,8,0
864,2020-12-13,1,1,1,16,5,31.3,16.0,2,0,0,1.6,1.6,0.1,-0.6,-0.6,11,8,5,5,1,5,10,50.0,5,8,3,5,16,27,25,1,1,14.25,6,10,0,2
865,2020-12-16,1,1,1,8,2,25.0,13.2,0,0,0,1.1,1.1,0.14,-0.1,-0.1,23,20,7,10,6,6,12,50.0,6,3,0,3,4,27,22,0,0,20.0,2,10,9,2
866,2020-12-19,0,7,0,5,3,60.0,20.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,10,7,2,5,3,4,13,30.8,9,8,2,6,9,19,9,1,1,12.5,5,10,3,0
867,2021-01-14,0,0,0,12,2,16.7,18.2,1,0,0,0.8,0.8,0.07,-0.8,-0.8,14,7,5,9,0,9,27,33.3,18,10,2,8,17,31,24,0,0,20.0,3,10,5,2
868,2021-01-17,0,4,0,2,0,0.0,28.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,15,9,11,3,1,6,13,46.2,7,10,4,6,8,23,31,0,0,19.25,6,10,6,0
869,2021-01-26,2,3,2,6,3,50.0,21.8,0,0,0,0.7,0.7,0.12,1.3,1.3,17,8,10,5,2,6,16,37.5,10,15,4,11,14,31,10,2,1,18.0,1,10,9,0
870,2021-02-02,2,1,2,6,3,50.0,18.6,0,0,0,0.7,0.7,0.13,1.3,1.3,14,6,6,6,2,10,22,45.5,12,18,6,12,11,25,22,0,0,20.25,1,10,8,1
871,2021-02-22,2,1,2,3,2,66.7,15.0,0,0,0,0.2,0.2,0.08,1.8,1.8,22,14,16,5,1,16,26,61.5,10,14,9,5,15,37,34,0,0,20.0,0,10,7,1
872,2021-03-03,0,0,0,8,2,25.0,18.3,1,0,0,0.9,0.9,0.11,-0.9,-0.9,19,12,9,8,2,13,24,54.2,11,11,3,8,9,28,26,0,1,20.25,2,10,2,2
873,2021-03-07,1,4,1,5,1,20.0,14.9,0,0,0,0.5,0.5,0.11,0.5,0.5,18,13,10,7,1,12,23,52.2,11,12,3,9,7,25,14,1,0,19.25,6,10,0,0
874,2021-04-05,1,1,1,13,6,46.2,20.1,0,0,0,0.7,0.7,0.06,0.3,0.3,17,13,8,6,3,8,14,57.1,6,12,1,11,8,25,10,0,0,18.0,0,10,4,2
875,2021-04-10,1,4,1,1,1,100.0,5.9,0,0,0,0.4,0.4,0.38,0.6,0.6,14,5,7,4,3,5,14,35.7,9,14,8,6,14,28,17,1,1,17.5,5,10,1,0
876,2021-05-01,0,2,0,9,4,44.4,19.6,0,0,0,0.9,0.9,0.1,-0.9,-0.9,18,12,11,5,2,6,19,31.6,13,18,7,11,19,37,17,0,1,12.5,5,10,6,0
877,2021-05-19,1,3,1,12,6,50.0,13.6,0,0,0,1.0,1.0,0.08,0.0,0.0,20,12,12,6,2,7,14,50.0,7,11,2,9,8,28,24,0,1,19.0,2,10,5,0
878,2021-05-23,0,2,0,5,4,80.0,19.4,1,0,0,0.6,0.6,0.12,-0.6,-0.6,24,16,18,5,1,11,19,57.9,8,11,4,7,10,34,20,0,0,16.0,6,10,3,0
879,2021-08-15,1,0,1,13,2,15.4,20.3,0,0,0,1.0,1.0,0.08,0.0,0.0,15,9,12,3,0,7,27,25.9,20,20,5,15,10,25,27,0,1,16.5,6,0,6,1
880,2021-09-11,0,3,0,2,1,50.0,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,16,10,8,7,1,8,22,36.4,14,19,7,12,11,27,36,0,0,12.5,5,0,10,0
881,2021-09-19,0,3,0,8,2,25.0,20.0,1,0,0,0.5,0.5,0.06,-0.5,-0.5,20,12,11,7,2,10,18,55.6,8,18,7,11,9,29,24,0,1,16.5,6,0,1,0
882,2021-09-26,1,3,1,10,4,40.0,16.3,0,0,0,1.0,1.0,0.1,0.0,0.0,14,11,3,9,2,5,10,50.0,5,9,1,8,8,22,9,1,0,16.5,6,0,5,0
883,2021-10-17,3,2,3,14,4,28.6,17.9,1,0,0,1.7,1.7,0.12,1.3,1.3,27,14,14,12,1,11,24,45.8,13,11,2,9,5,32,10,0,0,16.5,6,0,8,1
884,2021-10-24,0,1,0,7,4,57.1,17.8,0,0,0,0.7,0.7,0.1,-0.7,-0.7,15,8,8,5,2,7,16,43.8,9,12,4,8,16,31,13,0,0,14.0,6,0,9,0
885,2021-10-30,0,3,0,9,0,0.0,16.6,1,0,0,1.0,1.0,0.11,-1.0,-1.0,19,10,9,7,3,4,12,33.3,8,14,4,10,10,29,6,0,1,17.5,5,0,2,0
886,2021-11-07,0,0,0,8,0,0.0,19.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7,16,10,10,4,2,8,21,38.1,13,13,6,7,8,24,19,1,0,14.0,6,0,4,2
887,2021-12-19,2,2,2,10,5,50.0,10.4,0,0,0,3.0,3.0,0.3,-1.0,-1.0,15,11,10,4,1,6,12,50.0,6,16,6,10,8,23,27,1,1,16.5,6,0,3,2
888,2021-12-26,3,0,3,17,6,35.3,14.5,0,0,0,2.3,2.3,0.13,0.7,0.7,23,15,6,10,7,12,18,66.7,6,6,2,4,12,35,8,0,1,15.0,6,0,10,1
889,2022-01-23,0,2,0,6,3,50.0,16.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,14,7,5,8,1,7,13,53.8,6,16,3,13,12,26,26,0,0,16.5,6,0,1,0
890,2022-02-19,3,2,3,6,5,83.3,15.0,0,0,0,1.4,1.4,0.24,1.6,1.6,13,7,12,1,0,8,20,40.0,12,18,6,12,7,20,37,1,0,17.5,5,0,6,1
891,2022-03-07,5,0,4,14,7,50.0,13.5,0,0,0,2.5,2.5,0.19,1.5,1.5,25,13,10,14,1,12,21,57.1,9,13,4,9,6,31,18,0,1,20.0,0,0,4,1
892,2022-03-12,2,3,1,9,1,11.1,19.8,1,1,1,1.5,0.8,0.09,-0.5,-0.8,16,9,7,6,3,5,17,29.4,12,10,1,9,4,20,4,0,0,17.5,5,0,2,0
893,2022-03-16,2,0,2,17,7,41.2,19.0,1,0,0,2.2,2.2,0.13,-0.2,-0.2,11,8,7,3,1,1,7,14.3,6,16,8,8,8,19,22,0,0,19.5,2,0,7,1
894,2022-03-20,3,1,2,17,4,23.5,16.6,0,0,0,3.0,3.0,0.18,-1.0,-1.0,13,9,9,2,2,7,15,46.7,8,4,0,4,7,20,9,0,1,16.5,6,0,9,1
895,2022-04-03,5,1,5,19,6,31.6,16.0,1,0,0,3.1,3.1,0.16,1.9,1.9,17,10,7,9,1,8,15,53.3,7,7,4,3,2,19,18,0,1,16.5,6,0,8,1
896,2022-04-16,0,1,0,5,0,0.0,20.8,0,0,0,0.5,0.5,0.1,-0.5,-0.5,15,8,10,5,0,3,9,33.3,6,11,3,8,8,23,18,1,1,12.5,5,0,7,0
897,2022-05-07,1,1,1,8,3,37.5,17.5,0,0,0,0.9,0.9,0.11,0.1,0.1,20,12,11,9,0,5,11,45.5,6,18,13,5,13,33,53,0,0,19.75,5,0,3,2
898,2022-05-12,3,0,3,15,5,33.3,14.3,0,1,1,2.7,2.0,0.14,0.3,0.0,16,6,7,6,3,12,20,60.0,8,6,2,4,13,29,12,0,1,19.75,3,0,5,1
899,2021-08-14,3,0,3,13,6,46.2,21.0,4,0,0,0.7,0.7,0.05,2.3,2.3,21,9,4,8,9,7,20,35.0,13,5,1,4,11,32,9,0,1,15.0,5,1,10,1
900,2021-08-22,2,0,2,22,5,22.7,16.0,0,0,0,3.1,3.1,0.14,-1.1,-1.1,11,5,7,3,1,4,13,30.8,9,6,1,5,10,21,26,0,0,16.5,6,1,5,1
901,2021-08-28,1,1,1,6,3,50.0,12.5,0,0,0,0.6,0.6,0.11,0.4,0.4,26,12,20,6,0,8,12,66.7,4,12,4,8,21,47,36,0,0,17.5,5,1,3,2
902,2021-09-19,3,0,3,20,9,45.0,14.5,0,0,0,2.1,2.1,0.11,0.9,0.9,15,8,3,7,5,7,14,50.0,7,11,1,10,15,30,20,0,0,16.5,6,1,0,1
903,2021-09-25,0,1,0,5,0,0.0,27.9,1,0,0,0.2,0.2,0.05,-0.2,-0.2,13,6,9,4,0,6,15,40.0,9,16,6,10,7,20,26,0,1,12.5,5,1,6,0
904,2021-10-30,3,0,3,18,5,27.8,20.5,1,1,1,2.2,1.4,0.09,0.8,0.6,12,4,5,6,1,4,14,28.6,10,5,2,3,3,15,10,0,0,15.0,5,1,8,1
