Date,shots,shots_on_target,shots_on_target_pct,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,venue_code,time,day_code,hometeam_code,opponent_code,target,xg_rolling,npxg_rolling,shots_rolling,tackles_rolling,h2h_avg_result_3,h2h_avg_goals_3,h2h_avg_goals_against_3
2021-01-17,17,3,17.6,17.9,0,0,0,1.2,1.2,0.07,-1.2,-1.2,16,9,9,4,3,4,17,23.5,13,12,3,9,12,28,12,0,1,16.5,6,3,2,2,1.6333333333333329,1.6333333333333346,14.0,13.666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333
2021-01-18,4,1,25.0,17.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,11,4,7,3,1,4,13,30.8,9,12,3,9,3,14,11,0,0,20.0,0,8,5,0,0.6999999999999983,0.7000000000000015,9.666666666666666,18.0,0.0,0.0,2.3333333333333335
2021-01-18,20,6,30.0,16.6,1,0,0,2.4,2.4,0.12,0.6,0.6,7,5,1,4,2,4,13,30.8,9,5,1,4,9,16,12,0,1,20.0,0,5,8,1,1.1666666666666663,0.9000000000000025,12.0,14.333333333333334,1.0,2.3333333333333335,0.0
2021-01-26,6,3,50.0,21.8,0,0,0,0.7,0.7,0.12,1.3,1.3,17,8,10,5,2,6,16,37.5,10,15,4,11,14,31,10,2,1,18.0,1,10,9,0,0.3999999999999994,0.40000000000000174,6.333333333333333,13.0,1.6666666666666667,1.6666666666666667,1.3333333333333333
2021-01-26,17,7,41.2,15.5,0,0,0,2.8,2.8,0.18,0.2,0.2,18,11,9,8,1,6,15,40.0,9,13,0,13,11,29,16,0,0,18.0,1,9,10,1,0.9999999999999988,1.0000000000000018,9.333333333333334,16.666666666666668,1.3333333333333333,1.3333333333333333,1.6666666666666667
2021-01-28,3,2,66.7,35.0,0,0,0,0.1,0.1,0.05,0.9,0.9,14,8,11,1,2,3,16,18.8,13,9,1,8,11,25,19,2,1,20.0,3,0,3,0,0.7666666666666666,0.7666666666666666,9.0,19.666666666666668,0.3333333333333333,1.6666666666666667,1.3333333333333333
2021-01-28,14,7,50.0,15.5,0,0,0,2.5,2.5,0.18,0.5,0.5,10,8,4,6,0,6,16,37.5,10,8,0,8,16,26,12,0,0,20.0,3,3,0,1,1.6999999999999993,1.7000000000000013,14.0,15.0,0.6666666666666666,1.3333333333333333,1.6666666666666667
2021-01-30,17,3,17.6,20.8,3,0,0,0.9,0.9,0.05,-0.9,-0.9,13,7,8,3,2,7,13,53.8,6,16,3,13,13,26,23,0,1,17.5,5,5,2,2,1.2999999999999996,1.3000000000000025,14.0,11.333333333333334,0.6666666666666666,1.6666666666666667,1.0
2021-01-30,11,3,27.3,17.5,0,0,0,0.8,0.8,0.07,-0.8,-0.8,17,12,8,6,3,7,15,46.7,8,20,5,15,9,26,29,0,1,12.5,5,4,8,0,0.7333333333333331,0.4666666666666688,9.0,13.333333333333334,1.6666666666666667,1.3333333333333333,1.0
2021-01-30,14,3,21.4,18.2,1,0,0,1.6,1.6,0.12,-1.6,-1.6,10,4,4,4,2,3,9,33.3,6,12,6,6,16,26,13,0,0,17.5,5,2,5,2,1.1333333333333326,1.133333333333334,11.333333333333334,18.333333333333332,0.3333333333333333,1.0,1.6666666666666667
2021-01-30,13,3,23.1,17.1,2,0,0,1.7,1.7,0.13,0.3,0.3,14,8,7,6,1,3,9,33.3,6,4,2,2,10,24,25,0,0,12.5,5,8,4,1,0.33333333333333154,0.3333333333333348,6.333333333333333,13.666666666666666,1.3333333333333333,1.0,1.3333333333333333
2021-01-31,14,5,35.7,15.7,0,0,0,2.0,2.0,0.14,1.0,1.0,13,8,6,4,3,7,13,53.8,6,9,2,7,4,17,16,0,0,16.5,6,3,9,1,1.6999999999999993,1.7000000000000013,14.0,12.0,1.3333333333333333,2.3333333333333335,0.6666666666666666
2021-01-31,8,4,50.0,21.2,1,0,0,0.4,0.4,0.05,-0.4,-0.4,13,6,8,4,1,6,13,46.2,7,10,6,4,10,23,23,0,0,19.25,6,0,7,0,0.7000000000000001,0.7000000000000001,8.333333333333334,20.0,1.0,1.0,1.6666666666666667
2021-01-31,16,3,18.8,15.5,0,0,0,1.6,1.6,0.1,-0.6,-0.6,19,12,13,3,3,13,29,44.8,16,14,3,11,21,40,17,0,1,19.25,6,7,0,1,0.6999999999999983,0.7000000000000015,10.333333333333334,16.333333333333332,1.0,1.6666666666666667,1.0
2021-01-31,8,2,25.0,14.7,0,0,0,0.8,0.8,0.1,0.2,0.2,15,10,11,4,0,7,15,46.7,8,11,3,8,18,33,13,0,1,16.5,6,9,3,0,1.7999999999999987,1.8000000000000016,13.0,16.0,0.6666666666666666,0.6666666666666666,2.3333333333333335
2021-02-02,21,5,23.8,16.2,1,0,0,1.9,1.9,0.09,-0.9,-0.9,12,6,8,4,0,7,15,46.7,8,6,1,5,7,19,8,0,1,20.25,1,8,10,0,0.7999999999999982,0.8000000000000015,8.333333333333334,14.666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333
2021-02-02,6,3,50.0,18.6,0,0,0,0.7,0.7,0.13,1.3,1.3,14,6,6,6,2,10,22,45.5,12,18,6,12,11,25,22,0,0,20.25,1,10,8,1,0.5333333333333327,0.533333333333335,6.666666666666667,15.333333333333334,0.3333333333333333,0.3333333333333333,0.6666666666666666
2021-02-03,11,1,9.1,20.9,0,0,0,1.0,1.0,0.09,-1.0,-1.0,12,9,4,7,1,5,9,55.6,4,10,2,8,12,24,15,0,1,20.25,2,3,7,0,1.8999999999999992,1.9000000000000015,15.0,13.0,1.0,2.3333333333333335,0.3333333333333333
2021-02-03,13,4,30.8,13.7,0,0,0,1.3,1.3,0.1,-0.3,-0.3,13,3,10,1,2,3,9,33.3,6,16,6,10,15,28,31,0,0,20.25,2,7,3,1,0.8666666666666649,0.8666666666666681,11.333333333333334,19.0,0.0,0.3333333333333333,2.3333333333333335
2021-02-04,7,2,28.6,20.9,1,0,0,0.6,0.6,0.09,-0.6,-0.6,13,8,8,4,1,5,18,27.8,13,11,7,4,13,26,20,0,1,20.0,3,0,1,0,0.5333333333333333,0.5333333333333333,6.333333333333333,17.666666666666668,0.3333333333333333,1.0,1.6666666666666667
2021-02-04,15,1,6.7,18.0,0,1,1,1.6,0.8,0.05,-0.6,-0.8,10,6,5,4,1,3,17,17.6,14,19,0,19,13,23,13,0,0,20.0,3,1,0,1,1.7999999999999998,1.5333333333333339,12.666666666666666,12.333333333333334,0.6666666666666666,1.6666666666666667,1.3333333333333333
2021-02-06,6,3,50.0,13.7,0,0,0,1.5,1.5,0.25,1.5,1.5,16,10,15,1,0,6,17,35.3,11,13,3,10,10,26,21,0,0,20.0,5,4,2,2,0.5999999999999996,0.6000000000000021,10.0,14.666666666666666,0.6666666666666666,0.3333333333333333,2.3333333333333335
2021-02-06,14,5,35.7,15.2,1,0,0,1.8,1.8,0.13,1.2,1.2,14,7,6,8,0,4,9,44.4,5,12,0,12,8,22,11,2,1,20.0,5,2,4,2,1.0999999999999994,1.1000000000000008,11.0,17.666666666666668,1.3333333333333333,2.3333333333333335,0.6666666666666666
2021-02-07,7,2,28.6,19.4,1,1,1,1.2,0.4,0.06,-0.2,-0.4,18,9,8,6,4,9,26,34.6,17,8,0,8,11,29,9,2,1,16.5,6,3,6,0,1.8333333333333328,1.8333333333333346,13.0,11.666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333
2021-02-07,7,5,71.4,13.4,0,0,1,3.5,2.7,0.42,0.5,1.3,20,14,12,5,3,8,17,47.1,9,7,3,4,15,35,28,0,0,16.5,6,6,3,1,1.7999999999999987,1.5333333333333352,15.333333333333334,17.333333333333332,0.6666666666666666,1.3333333333333333,2.3333333333333335
2021-02-13,7,3,42.9,20.9,1,0,0,0.3,0.3,0.05,-0.3,-0.3,23,9,14,7,2,11,28,39.3,17,10,5,5,8,31,14,1,0,17.5,5,0,6,0,0.3666666666666667,0.3666666666666667,6.0,13.333333333333334,0.6666666666666666,1.0,2.3333333333333335
2021-02-13,14,5,35.7,16.3,0,1,1,2.2,1.4,0.1,0.8,0.6,21,10,9,4,8,14,34,41.2,20,8,2,6,8,29,7,1,1,17.5,5,6,0,1,2.066666666666665,1.5333333333333352,11.666666666666666,18.0,1.3333333333333333,2.3333333333333335,1.0
2021-02-15,10,4,40.0,20.5,1,0,0,0.6,0.6,0.06,-0.6,-0.6,16,7,4,10,2,5,14,35.7,9,16,6,10,8,24,20,0,0,20.0,0,8,1,0,1.2666666666666648,1.2666666666666682,12.666666666666666,12.333333333333334,0.0,0.6666666666666666,2.0
2021-02-15,18,5,27.8,14.2,0,0,0,2.2,2.2,0.12,-0.2,-0.2,19,10,11,6,2,7,18,38.9,11,9,1,8,6,25,18,0,1,20.0,0,1,8,1,1.6666666666666667,1.133333333333334,14.0,10.333333333333334,1.0,2.0,0.6666666666666666
2021-02-17,3,2,66.7,9.4,0,0,0,1.0,1.0,0.36,0.0,0.0,18,11,14,3,1,9,24,37.5,15,15,5,10,14,32,26,1,1,20.25,2,4,6,0,0.8999999999999996,0.9000000000000021,9.0,16.0,0.0,0.6666666666666666,2.6666666666666665
2021-02-17,16,7,43.8,17.9,0,0,0,1.0,1.0,0.06,2.0,2.0,11,6,4,6,1,6,11,54.5,5,6,0,6,4,15,6,0,0,20.25,2,6,4,1,2.1333333333333324,1.600000000000002,11.333333333333334,19.666666666666668,1.0,2.6666666666666665,0.6666666666666666
2021-02-20,15,6,40.0,17.1,1,0,0,1.4,1.4,0.09,-1.4,-1.4,16,10,7,4,5,6,9,66.7,3,8,0,8,10,26,10,0,1,17.5,5,3,4,0,1.3999999999999992,1.1333333333333346,10.666666666666666,14.333333333333334,1.3333333333333333,2.3333333333333335,1.0
2021-02-20,8,5,62.5,22.8,1,1,1,1.6,1.0,0.13,0.4,0.0,21,12,11,7,3,13,29,44.8,16,6,2,4,8,29,34,1,0,17.5,5,4,3,1,1.0999999999999996,1.100000000000002,6.666666666666667,17.0,0.6666666666666666,1.0,2.3333333333333335
2021-02-21,14,6,42.9,19.1,0,1,1,1.7,0.9,0.07,1.3,1.1,11,6,4,4,3,3,11,27.3,8,7,1,6,5,16,11,1,1,19.0,6,2,8,1,1.4999999999999993,1.5000000000000007,12.0,14.666666666666666,1.0,3.6666666666666665,1.3333333333333333
2021-02-21,10,6,60.0,23.0,0,0,0,0.4,0.4,0.04,0.6,0.6,16,9,9,5,2,3,15,20.0,12,17,3,14,7,23,17,0,0,19.0,6,8,2,0,1.399999999999998,1.4000000000000012,14.666666666666666,14.0,0.0,1.3333333333333333,3.6666666666666665
2021-02-21,7,1,14.3,19.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,8,3,6,2,0,4,23,17.4,19,11,6,5,6,14,13,2,1,16.5,6,5,6,0,1.2333333333333327,1.2333333333333358,16.0,12.333333333333334,0.0,0.0,2.6666666666666665
2021-02-21,4,4,100.0,7.6,0,0,0,1.1,1.1,0.44,0.9,0.9,23,14,11,11,1,12,23,52.2,11,14,3,11,13,36,26,0,1,12.0,6,9,0,1,1.633333333333332,1.6333333333333349,12.0,16.333333333333332,0.0,1.3333333333333333,2.3333333333333335
2021-02-21,20,4,20.0,19.4,2,0,0,1.1,1.1,0.05,-0.1,-0.1,16,7,9,7,0,7,15,46.7,8,2,0,2,7,23,19,0,0,12.0,6,0,9,0,0.4333333333333333,0.4333333333333333,7.333333333333333,16.333333333333332,1.0,2.3333333333333335,1.3333333333333333
2021-02-21,15,3,20.0,16.2,0,0,0,1.8,1.8,0.12,-0.8,-0.8,5,3,2,2,1,4,14,28.6,10,6,3,3,7,12,18,1,0,16.5,6,6,5,1,2.233333333333332,1.7000000000000022,12.333333333333334,17.333333333333332,1.0,2.6666666666666665,0.0
2021-02-22,25,5,20.0,14.5,0,0,0,2.4,2.4,0.11,-1.4,-1.4,11,6,2,7,2,4,8,50.0,4,9,0,9,7,18,4,0,1,20.0,0,7,10,0,1.0333333333333317,1.0333333333333348,11.333333333333334,17.666666666666668,1.0,1.0,0.6666666666666666
2021-02-22,3,2,66.7,15.0,0,0,0,0.2,0.2,0.08,1.8,1.8,22,14,16,5,1,16,26,61.5,10,14,9,5,15,37,34,0,0,20.0,0,10,7,1,0.4999999999999993,0.5000000000000017,4.666666666666667,15.333333333333334,1.0,0.6666666666666666,1.0
2021-02-27,10,3,30.0,20.4,0,0,0,0.5,0.5,0.05,1.5,1.5,11,7,3,5,3,7,10,70.0,3,5,2,3,14,25,12,0,1,12.5,5,6,9,1,1.6666666666666654,1.400000000000002,15.0,12.333333333333334,1.0,1.6666666666666667,0.3333333333333333
2021-02-27,9,3,33.3,13.0,0,0,0,1.5,1.5,0.22,-0.5,-0.5,13,9,9,2,2,8,16,50.0,8,10,5,5,20,33,18,2,0,12.5,5,9,6,0,1.5666666666666655,1.5666666666666684,9.666666666666666,18.666666666666668,0.0,0.3333333333333333,1.6666666666666667
2021-02-28,18,6,33.3,21.9,0,0,0,1.1,1.1,0.06,-1.1,-1.1,24,13,12,11,1,10,16,62.5,6,16,5,11,12,36,22,0,1,16.5,6,1,2,2,1.5333333333333332,1.2666666666666675,14.0,13.333333333333334,1.0,1.0,1.3333333333333333
2021-02-28,11,4,36.4,25.2,1,0,0,0.4,0.4,0.04,-0.4,-0.4,14,5,3,6,5,10,26,38.5,16,14,5,9,6,20,17,1,0,16.5,6,2,1,2,1.6999999999999993,1.4333333333333342,14.0,11.666666666666666,1.0,1.3333333333333333,1.0
2021-03-03,8,2,25.0,18.3,1,0,0,0.9,0.9,0.11,-0.9,-0.9,19,12,9,8,2,13,24,54.2,11,11,3,8,9,28,26,0,1,20.25,2,10,2,2,0.5333333333333327,0.533333333333335,5.0,17.666666666666668,0.0,1.0,2.6666666666666665
2021-03-03,11,1,9.1,18.4,0,0,0,0.9,0.9,0.08,-0.9,-0.9,6,4,2,4,0,2,12,16.7,10,9,3,6,10,16,15,2,0,20.25,2,2,10,2,1.2999999999999992,1.033333333333334,13.0,13.0,1.0,2.6666666666666665,1.0
2021-03-04,7,1,14.3,19.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,14,6,3,7,4,4,12,33.3,8,10,2,8,12,26,15,0,1,20.25,3,3,1,0,1.1999999999999993,0.9333333333333346,11.0,15.333333333333334,1.3333333333333333,2.6666666666666665,1.3333333333333333
2021-03-04,11,4,36.4,17.7,0,0,0,1.0,1.0,0.09,0.0,0.0,19,14,9,7,3,10,29,34.5,19,6,2,4,11,30,31,0,0,20.25,3,1,3,1,1.6333333333333335,1.3666666666666678,17.0,17.666666666666668,0.6666666666666666,1.3333333333333333,2.6666666666666665
2021-03-07,23,6,26.1,18.7,1,0,0,1.3,1.3,0.06,-1.3,-1.3,17,8,6,8,3,8,19,42.1,11,18,2,16,14,31,7,1,1,16.5,6,6,2,0,1.0999999999999988,1.100000000000002,13.666666666666666,9.0,0.3333333333333333,2.0,2.0
2021-03-07,12,5,41.7,12.5,1,0,0,2.7,2.7,0.22,1.3,1.3,27,17,4,19,4,9,21,42.9,12,8,1,7,19,46,22,0,1,19.25,6,0,10,1,0.6666666666666666,0.6666666666666666,11.333333333333334,17.333333333333332,1.0,2.0,0.0
2021-03-07,7,5,71.4,17.5,0,1,1,1.7,1.0,0.14,0.3,0.0,13,8,9,4,0,4,16,25.0,12,13,7,6,17,30,20,1,0,16.5,6,2,6,1,0.9999999999999992,0.733333333333334,12.0,10.333333333333334,0.6666666666666666,2.0,2.0
2021-03-07,5,1,20.0,14.9,0,0,0,0.5,0.5,0.11,0.5,0.5,18,13,10,7,1,12,23,52.2,11,12,3,9,7,25,14,1,0,19.25,6,10,0,0,0.5999999999999993,0.6000000000000018,5.666666666666667,18.333333333333332,0.0,0.0,2.3333333333333335
2021-03-08,18,8,44.4,20.2,1,1,1,2.4,1.6,0.09,-1.4,-1.6,18,9,5,9,4,3,9,33.3,6,7,2,5,8,26,11,0,1,18.0,0,1,4,1,1.4333333333333333,1.4333333333333342,15.666666666666666,20.666666666666668,1.3333333333333333,2.0,0.0
2021-03-08,7,1,14.3,24.0,1,0,0,0.3,0.3,0.05,-0.3,-0.3,10,5,3,6,1,5,21,23.8,16,12,4,8,9,19,12,0,0,18.0,0,4,1,0,1.3666666666666665,1.1666666666666687,5.666666666666667,18.333333333333332,0.6666666666666666,0.0,2.0
2021-03-14,7,0,0.0,14.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,13,7,8,4,1,7,15,46.7,8,11,7,4,10,23,25,0,0,19.25,6,9,2,0,1.1333333333333322,1.1333333333333353,7.0,17.0,0.6666666666666666,0.6666666666666666,2.3333333333333335
2021-03-14,12,2,16.7,22.5,0,1,1,1.7,1.0,0.08,0.3,0.0,20,11,4,11,5,10,22,45.5,12,6,1,5,11,31,8,0,1,16.5,6,5,0,1,1.1999999999999995,1.2000000000000026,14.666666666666666,9.333333333333334,1.3333333333333333,2.6666666666666665,1.3333333333333333
2021-03-14,15,4,26.7,18.0,0,0,0,1.5,1.5,0.1,-1.5,-1.5,13,8,7,5,1,6,13,46.2,7,7,3,4,12,25,14,0,1,19.25,6,2,9,1,0.9999999999999991,0.7666666666666674,9.666666666666666,11.0,1.3333333333333333,2.3333333333333335,0.6666666666666666
2021-03-14,6,3,50.0,18.9,2,0,0,0.4,0.4,0.06,0.6,0.6,18,13,10,8,0,9,18,50.0,9,16,2,14,6,24,28,0,0,16.5,6,0,5,0,1.3666666666666665,1.3666666666666665,13.0,22.0,0.6666666666666666,1.3333333333333333,2.6666666666666665
2021-03-20,11,6,54.5,15.7,0,0,0,0.9,0.9,0.08,2.1,2.1,16,8,4,9,3,9,17,52.9,8,8,0,8,10,26,4,0,1,20.0,5,7,8,1,1.7666666666666648,1.7666666666666682,18.0,14.333333333333334,1.6666666666666667,0.6666666666666666,0.3333333333333333
2021-03-20,3,1,33.3,19.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,11,6,4,6,1,5,17,29.4,12,9,4,5,16,27,15,0,0,20.0,5,8,7,0,0.9666666666666649,0.9666666666666681,13.666666666666666,14.666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666
2021-03-21,16,6,37.5,18.2,0,0,0,1.4,1.4,0.08,-0.4,-0.4,10,6,5,3,2,5,12,41.7,7,10,3,7,9,19,23,0,0,15.0,6,5,9,2,0.9666666666666662,0.7333333333333357,12.0,13.666666666666666,1.0,1.0,0.6666666666666666
2021-03-21,15,5,33.3,12.9,0,0,0,2.4,2.4,0.16,0.6,0.6,12,5,5,6,1,6,15,40.0,9,9,6,3,12,24,21,0,1,15.0,6,9,5,2,1.0666666666666655,1.0666666666666684,6.666666666666667,16.333333333333332,1.0,0.6666666666666666,1.0
2021-04-03,3,2,66.7,18.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,21,5,9,12,0,6,19,31.6,13,10,3,7,7,28,23,1,1,20.0,5,5,3,0,1.1333333333333329,0.9000000000000025,11.666666666666666,12.666666666666666,1.6666666666666667,2.0,1.6666666666666667
2021-04-03,16,7,43.8,18.2,0,0,0,2.4,2.4,0.15,0.6,0.6,18,11,2,10,6,9,15,60.0,6,5,1,4,6,24,11,0,0,20.0,5,3,5,1,0.9666666666666659,0.7000000000000012,9.666666666666666,16.0,1.3333333333333333,1.6666666666666667,2.0
2021-04-04,15,7,46.7,18.4,0,0,0,1.5,1.5,0.1,0.5,0.5,13,7,5,6,2,4,12,33.3,8,13,2,11,13,26,18,0,1,19.5,6,2,7,1,1.366666666666666,1.133333333333334,11.0,10.666666666666666,1.0,1.6666666666666667,0.6666666666666666
2021-04-04,11,4,36.4,16.0,3,0,0,2.7,2.7,0.24,-0.7,-0.7,14,8,9,5,0,11,22,50.0,11,17,9,8,14,28,25,1,0,14.083333333333334,6,0,8,2,1.4000000000000001,1.4000000000000001,12.666666666666666,20.333333333333332,1.0,2.3333333333333335,0.6666666666666666
2021-04-04,5,3,60.0,10.3,0,0,0,1.2,1.2,0.3,-0.2,-0.2,20,8,12,8,0,9,21,42.9,12,13,2,11,19,39,20,1,0,19.5,6,7,2,0,1.5333333333333317,1.533333333333335,16.333333333333332,13.333333333333334,0.0,0.6666666666666666,2.0
2021-04-04,22,6,27.3,13.9,0,0,0,3.4,3.4,0.2,-1.4,-1.4,11,4,3,7,1,4,19,21.1,15,10,3,7,5,16,19,1,1,14.083333333333334,6,8,0,2,0.3666666666666649,0.3666666666666682,7.666666666666667,14.333333333333334,0.0,0.6666666666666666,2.3333333333333335
2021-04-05,13,6,46.2,20.1,0,0,0,0.7,0.7,0.06,0.3,0.3,17,13,8,6,3,8,14,57.1,6,12,1,11,8,25,10,0,0,18.0,0,10,4,2,0.5333333333333327,0.533333333333335,5.333333333333333,19.666666666666668,0.0,0.6666666666666666,2.6666666666666665
2021-04-05,15,7,46.7,15.1,1,0,0,2.5,2.5,0.17,-1.5,-1.5,16,9,8,6,2,8,16,50.0,8,14,3,11,9,25,22,1,1,18.0,0,4,10,2,0.9666666666666663,0.7666666666666687,6.0,16.333333333333332,1.0,2.6666666666666665,0.6666666666666666
2021-04-10,23,9,39.1,13.6,0,0,0,3.1,3.1,0.14,0.9,0.9,20,14,5,10,5,9,17,52.9,8,16,0,16,9,29,12,0,0,17.5,5,1,10,1,1.5,1.233333333333334,15.666666666666666,20.333333333333332,0.6666666666666666,1.6666666666666667,1.3333333333333333
2021-04-10,1,1,100.0,5.9,0,0,0,0.4,0.4,0.38,0.6,0.6,14,5,7,4,3,5,14,35.7,9,14,8,6,14,28,17,1,1,17.5,5,10,1,0,0.6999999999999993,0.7000000000000016,8.666666666666666,18.0,0.3333333333333333,1.0,1.6666666666666667
2021-04-11,12,3,25.0,16.5,0,0,0,0.9,0.9,0.07,0.1,0.1,21,13,9,10,2,7,21,33.3,14,16,3,13,11,32,15,0,1,16.5,6,0,2,0,1.9333333333333336,1.9333333333333336,9.666666666666666,19.666666666666668,1.0,0.6666666666666666,0.6666666666666666
2021-04-11,12,7,58.3,15.0,0,0,0,2.1,2.1,0.18,0.9,0.9,19,11,8,10,1,11,21,52.4,10,16,3,13,14,33,19,1,0,16.5,6,2,0,1,1.5666666666666658,1.333333333333334,12.333333333333334,13.0,1.0,0.6666666666666666,1.0
2021-04-12,8,1,12.5,22.0,1,0,0,0.4,0.4,0.05,-0.4,-0.4,7,6,4,3,0,1,7,14.3,6,16,10,6,19,26,22,0,0,20.25,0,4,7,2,1.4666666666666661,1.2666666666666686,10.0,15.666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667
2021-04-12,23,3,13.0,19.0,2,0,0,1.2,1.2,0.05,-1.2,-1.2,18,12,7,8,3,4,13,30.8,9,14,1,13,11,29,18,0,1,20.25,0,7,4,2,1.4999999999999982,1.5000000000000016,13.666666666666666,15.666666666666666,1.3333333333333333,1.3333333333333333,1.0
2021-04-16,17,6,35.3,18.5,1,1,1,1.8,1.0,0.06,0.2,0.0,22,12,10,11,1,10,17,58.8,7,13,5,8,8,30,22,0,1,20.0,4,4,0,2,1.0666666666666662,1.0666666666666687,10.0,11.0,0.6666666666666666,1.0,3.3333333333333335
2021-04-16,12,3,25.0,19.3,0,0,0,1.4,1.4,0.12,0.6,0.6,19,10,5,10,4,9,14,64.3,5,15,3,12,7,26,13,0,0,20.0,4,0,4,2,1.3333333333333333,1.3333333333333333,9.666666666666666,17.666666666666668,1.3333333333333333,3.3333333333333335,1.0
2021-04-17,16,6,37.5,19.1,0,0,0,2.2,2.2,0.14,-0.2,-0.2,16,10,8,4,4,9,22,40.9,13,16,6,10,11,27,35,0,1,12.5,5,8,9,1,1.2999999999999983,1.3000000000000014,11.666666666666666,12.666666666666666,1.0,1.6666666666666667,1.6666666666666667
2021-04-17,15,5,33.3,19.3,0,1,1,1.9,1.2,0.08,0.1,-0.2,11,7,5,3,3,7,17,41.2,10,15,9,6,9,20,8,2,0,12.5,5,9,8,0,1.499999999999999,1.5000000000000018,10.333333333333334,12.666666666666666,1.0,1.6666666666666667,1.6666666666666667
2021-04-20,11,2,18.2,23.6,1,0,0,0.5,0.5,0.04,-0.5,-0.5,25,12,11,12,2,12,27,44.4,15,11,1,10,15,40,6,1,0,20.25,1,7,1,2,1.099999999999998,1.1000000000000014,13.0,18.0,0.0,0.0,2.3333333333333335
2021-04-20,7,4,57.1,16.9,0,0,0,0.7,0.7,0.1,-0.7,-0.7,8,2,1,7,0,4,10,40.0,6,10,5,5,10,18,11,1,1,20.25,1,1,7,2,2.1666666666666665,1.900000000000001,17.333333333333332,19.0,1.0,2.3333333333333335,0.0
2021-04-23,8,1,12.5,20.8,2,0,0,0.5,0.5,0.07,-0.5,-0.5,19,14,12,4,3,10,16,62.5,6,10,8,2,8,27,20,1,0,20.0,4,4,5,1,1.5666666666666664,1.300000000000002,13.333333333333334,15.0,0.0,1.0,3.3333333333333335
2021-04-23,14,3,21.4,18.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,10,4,4,3,3,1,10,10.0,9,12,4,8,9,19,10,1,1,20.0,4,5,4,0,1.0666666666666662,0.8333333333333357,10.333333333333334,17.0,1.0,3.3333333333333335,1.0
2021-04-24,17,6,35.3,18.8,1,0,0,2.5,2.5,0.15,-1.5,-1.5,22,14,10,8,4,9,16,56.3,7,16,3,13,9,31,25,0,0,17.5,5,1,9,1,2.0666666666666664,1.8000000000000007,16.0,15.333333333333334,0.6666666666666666,0.6666666666666666,1.3333333333333333
2021-04-24,22,9,40.9,17.6,1,0,0,2.4,2.4,0.11,-1.4,-1.4,21,10,7,10,4,11,25,44.0,14,8,2,6,8,29,15,0,1,12.5,5,3,8,2,1.366666666666666,1.3666666666666678,12.666666666666666,16.0,1.0,3.0,0.3333333333333333
2021-04-24,7,4,57.1,16.0,0,0,0,1.0,1.0,0.15,0.0,0.0,15,5,9,6,0,10,20,50.0,10,17,5,12,12,27,15,2,0,12.5,5,8,3,2,1.8999999999999984,1.9000000000000015,13.666666666666666,12.666666666666666,0.0,0.3333333333333333,3.0
2021-04-24,9,2,22.2,23.2,1,0,0,0.4,0.4,0.04,-0.4,-0.4,18,7,11,5,2,7,15,46.7,8,13,5,8,13,31,15,0,1,17.5,5,9,1,0,1.633333333333332,1.4000000000000015,12.333333333333334,12.0,1.3333333333333333,1.3333333333333333,0.6666666666666666
2021-05-01,9,4,44.4,19.6,0,0,0,0.9,0.9,0.1,-0.9,-0.9,18,12,11,5,2,6,19,31.6,13,18,7,11,19,37,17,0,1,12.5,5,10,6,0,0.5333333333333327,0.533333333333335,6.333333333333333,16.333333333333332,0.6666666666666666,0.3333333333333333,1.6666666666666667
2021-05-01,20,3,15.0,14.6,1,0,0,1.7,1.7,0.09,0.3,0.3,20,11,10,8,2,13,26,50.0,13,8,1,7,12,32,11,0,0,12.5,5,6,10,1,1.1999999999999986,1.200000000000002,16.0,11.0,1.3333333333333333,1.6666666666666667,0.3333333333333333
2021-05-02,5,1,20.0,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,12,6,7,5,0,6,14,42.9,8,9,5,4,7,19,13,0,1,14.0,6,8,5,0,2.199999999999998,2.2000000000000015,15.0,14.0,0.3333333333333333,1.0,1.3333333333333333
2021-05-02,19,4,21.1,17.0,1,0,0,2.0,2.0,0.1,0.0,0.0,6,1,2,3,1,4,18,22.2,14,3,1,2,9,15,12,0,0,14.0,6,5,8,1,0.7666666666666662,0.7666666666666692,11.0,13.666666666666666,0.6666666666666666,1.3333333333333333,1.0
